player,team,number,position,height,weight,last_attended,country,birthdate,experience,draft,profile_url,is_active,is_free_agent,is_retired,headshot_url,legacy
Trey Murphy III,NOP,25,Forward,6-8,206,Virginia,USA,"June 18, 2000",3 Years,2021 R1 Pick 17,https://www.nba.com/player/1630530/trey-murphy-iii,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dejounte Murray,NOP,5,Guard,6-4,180,Washington,USA,"September 19, 1996",7 Years,2016 R1 Pick 29,https://www.nba.com/player/1627749/dejounte-murray,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Flip Murray,,6,Guard,6-3,200,Shaw,USA,"July 29, 1979",9 Years,2002 R2 Pick 41,https://www.nba.com/player/2436/flip-murray,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jamal Murray,DEN,27,Guard,6-4,215,Kentucky,Canada,"February 23, 1997",7 Years,2016 R1 Pick 7,https://www.nba.com/player/1627750/jamal-murray,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Keegan Murray,SAC,13,Forward,6-8,225,Iowa,USA,"August 19, 2000",2 Years,2022 R1 Pick 4,https://www.nba.com/player/1631099/keegan-murray,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ken Murray,,4,Guard,6-2,190,St. Bonaventure,USA,1928-04-20,3 Years,1950,https://www.nba.com/player/77675/HISTADD-ken-murray,False,False,True,,True
Kris Murray,POR,24,Forward,6-8,216,Iowa,USA,"August 19, 2000",1 Year,2023 R1 Pick 23,https://www.nba.com/player/1631200/kris-murray,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Lamond Murray,,31,Forward,6-7,235,California,USA,"April 20, 1973",11 Years,1994 R1 Pick 7,https://www.nba.com/player/441/lamond-murray,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Tracy Murray,,,Forward,6-7,230,UCLA,USA,"July 25, 1971",13 Years,1992 R1 Pick 18,https://www.nba.com/player/145/tracy-murray,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/145.png,False
Dorie Murrey,,40,Forward,6-8,215,Detroit,USA,1943-09-07T00:00:00,6 Years,1966 #12,https://www.nba.com/player/77676/HISTADD-dorie-murrey,False,False,True,,True
Toure' Murry,,,Forward,6-5,195,Wichita State,USA,,,,https://www.nba.com/player/203315/toure'-murry,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Dzanan Musa,,13,Guard-Forward,6-9,217,Cedevita,Bosnia and Herzegovina,"May 8, 1999",3 Years,2018 R1 Pick 29,https://www.nba.com/player/1629058/dzanan-musa,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Mike Muscala,,50,Forward-Center,6-10,240,Bucknell,USA,"July 1, 1991",12 Years,2013 R2 Pick 44,https://www.nba.com/player/203488/mike-muscala,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203488.png,False
Angelo Musi,,5,Guard,5-9,145,Temple,USA,1918-07-25T00:00:00,3 Years,Undrafted #Undrafted,https://www.nba.com/player/77677/HISTADD-angelo-musi,False,False,True,,True
Jerrod Mustaf,,0,Forward,6-10,238,Maryland,USA,"October 28, 1969",4 Years,1990 R1 Pick 17,https://www.nba.com/player/1054/jerrod-mustaf,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dikembe Mutombo,,55,Center,7-2,260,Georgetown,Congo,"June 25, 1966",19 Years,1991 R1 Pick 4,https://www.nba.com/player/87/dikembe-mutombo,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/87.png,False
Martin Muursepp,,13,Forward,6-9,235,Maccabi Tel Aviv,Estonia,"September 26, 1974",2 Years,1996 R1 Pick 25,https://www.nba.com/player/982/martin-muursepp,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Pete Myers,,,Guard,6-6,180,Arkansas-Little Rock,USA,"September 15, 1963",9 Years,1986 R6 Pick 120,https://www.nba.com/player/939/pete-myers,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Svi Mykhailiuk,UTA,19,Guard-Forward,6-7,205,Kansas,Ukraine,"June 10, 1997",6 Years,2018 R2 Pick 47,https://www.nba.com/player/1629004/sviatoslav-mykhailiuk,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Makhtar N'diaye,,40,Forward,6-8,245,North Carolina,Senegal,,,,https://www.nba.com/player/1823/makhtar-n'diaye,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png,False
Mamadou N'diaye,,34,Center,7-0,255,Auburn,Senegal,,,,https://www.nba.com/player/2055/mamadou-n'diaye,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png,False
Bob Naber,,,Forward,6-3,185,Louisville,USA,1929-09-03T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/77681/HISTADD-bob-naber,False,False,True,,True
Boris Nachamkin,,17,Forward,6-6,210,New York University,USA,1933-12-06T00:00:00,1 Years,1954 #16,https://www.nba.com/player/77682/HISTADD-boris-nachamkin,False,False,True,,True
Bostjan Nachbar,,7,Forward,6-9,221,Benetton Treviso,Slovenia,"July 3, 1980",7 Years,2002 R1 Pick 15,https://www.nba.com/player/2411/bostjan-nachbar,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Abdel Nader,,,Forward,6-5,225,Iowa State,Egypt,"September 25, 1993",5 Years,2016 R2 Pick 58,https://www.nba.com/player/1627846/abdel-nader,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jerry Nagel,,9,Guard,6-0,190,Loyola-Chicago,USA,1928-05-18,1 Years,1949,https://www.nba.com/player/77683/HISTADD-jerry-nagel,False,False,True,,True
Fred Nagy,,,Guard,6-1,185,Akron,USA,1924-01-03,1 Years,1947,https://www.nba.com/player/77684/HISTADD-fritz-nagy,False,False,True,,True
Lee Nailon,,,Forward,6-9,241,TCU,USA,"February 22, 1975",6 Years,1999 R2 Pick 43,https://www.nba.com/player/1924/lee-nailon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Eduardo Najera,,21,Forward,6-8,235,Oklahoma,Mexico,"July 11, 1976",13 Years,2000 R2 Pick 38,https://www.nba.com/player/2059/eduardo-najera,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Larry Nance,,22,Forward,6-10,205,Clemson,USA,1959-02-12T00:00:00,13 Years,1981 #20,https://www.nba.com/player/77685/HISTADD-larry-nance,False,False,True,,True
Pete Nance,MIL,35,Forward,6-10,225,North Carolina,USA,"February 19, 2000",1 Year,Undrafted,https://www.nba.com/player/1631250/pete-nance,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Larry Nance Jr.,ATL,22,Forward-Center,6-8,245,Wyoming,USA,"January 1, 1993",9 Years,2015 R1 Pick 27,https://www.nba.com/player/1626204/larry-nance-jr,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Shabazz Napier,,5,Guard,6-0,175,Connecticut,USA,"July 14, 1991",7 Years,2014 R1 Pick 24,https://www.nba.com/player/203894/shabazz-napier,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Paul Napolitano,,,Guard,6-2,185,San Francisco,USA,1923-02-03,1 Years,1947,https://www.nba.com/player/77686/HISTADD-paul-napolitano,False,False,True,,True
Bob Nash,,55,Forward,6-8,195,Hawaii,USA,1950-08-24T00:00:00,4 Years,1972 #9,https://www.nba.com/player/77688/HISTADD-bob-nash,False,False,True,,True
Charles Nash,,17,Forward,6-5,215,Kentucky,USA,1942-07-24T00:00:00,1 Years,1964 #12,https://www.nba.com/player/77687/HISTADD-cotton-nash,False,False,True,,True
Steve Nash,,10,Guard,6-3,178,Santa Clara,Canada,"February 7, 1974",19 Years,1996 R1 Pick 15,https://www.nba.com/player/959/steve-nash,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Swen Nater,,41,Center,6-11,240,UCLA,USA,1950-01-14T00:00:00,8 Years,1973 #16,https://www.nba.com/player/77689/HISTADD-swen-nater,False,False,True,,True
Howard Nathan,,14,Guard,5-11,175,Louisiana-Monroe,USA,1972-01-21T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/77690/HISTADD-howard-nathan,False,False,True,,True
Calvin Natt,,42,Forward,6-6,220,Louisiana-Monroe,USA,1957-01-08T00:00:00,11 Years,1979 #8,https://www.nba.com/player/77691/HISTADD-calvin-natt,False,False,True,,True
Kenny Natt,,2,Guard,6-3,185,Louisiana-Monroe,USA,1958-10-05T00:00:00,3 Years,1980 #30,https://www.nba.com/player/77692/HISTADD-kenny-natt,False,False,True,,True
Willie Naulls,,12,Forward,6-6,225,UCLA,USA,1934-10-07,10 Years,1956,https://www.nba.com/player/77693/HISTADD-willie-naulls,False,False,True,,True
Juan Carlos Navarro,,,,,,FC Barcelona,Spain,,,,https://www.nba.com/player/2434/juan carlos-navarro,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Hamady Ndiaye,,,Center,7-0,235,Rutgers,Senegal,"January 12, 1987",3 Years,2010 R2 Pick 56,https://www.nba.com/player/202380/hamady-ndiaye,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202380.png,False
Boniface Ndong,,,Center,7-0,205,Dijon,Senegal,"September 3, 1977",1 Year,Undrafted,https://www.nba.com/player/101238/boniface-ndong,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/101238.png,False
Maurice Ndour,,2,Forward,6-9,200,Ohio,Senegal,"June 18, 1992",2 Years,Undrafted,https://www.nba.com/player/1626254/maurice-ndour,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Craig Neal,,22,Guard,6-5,165,Georgia Tech,USA,1964-02-16T00:00:00,2 Years,1988 #71,https://www.nba.com/player/77694/HISTADD-craig-neal,False,False,True,,True
Gary Neal,,,Guard,6-4,210,Towson,USA,"October 3, 1984",7 Years,Undrafted,https://www.nba.com/player/202390/gary-neal,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jim Neal,,,Center,6-11,235,Wofford,USA,1930-05-21T00:00:00,2 Years,1953 #6,https://www.nba.com/player/77695/HISTADD-jim-neal,False,False,True,,True
Lloyd Neal,,36,Forward,6-7,225,Tennessee State,USA,1950-12-10T00:00:00,7 Years,1972 #31,https://www.nba.com/player/77696/HISTADD-lloyd-neal,False,False,True,,True
Ed Nealy,,45,Forward,6-7,238,Kansas State,USA,1960-02-19T00:00:00,10 Years,1982 #166,https://www.nba.com/player/77697/HISTADD-ed-nealy,False,False,True,,True
Nemanja Nedovic,,8,Guard,6-3,192,Lietuvos rytas Vilnius,Serbia,"June 16, 1991",2 Years,2013 R1 Pick 30,https://www.nba.com/player/203517/nemanja-nedovic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Al Negratti,,,Forward,6-3,200,Seton Hall,USA,1921-06-12T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/77698/HISTADD-al-negratti,False,False,True,,True
Barry Nelson,,50,Center,6-10,230,Duquesne,USA,1949-09-19T00:00:00,1 Years,1971 #85,https://www.nba.com/player/77699/HISTADD-barry-nelson,False,False,True,,True
DeMarcus Nelson,,21,Guard,6-4,200,Duke,USA,"November 2, 1985",2 Years,Undrafted,https://www.nba.com/player/201634/demarcus-nelson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Don Nelson,,19,Forward,6-6,210,Iowa,USA,1940-05-15T00:00:00,14 Years,1962 #17,https://www.nba.com/player/77700/HISTADD-nellie-nelson,False,False,True,,True
Jameer Nelson,,41,Guard,6-0,190,St. Joseph's (PA),USA,"February 9, 1982",15 Years,2004 R1 Pick 20,https://www.nba.com/player/2749/jameer-nelson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Louie Nelson,,11,Guard,6-3,190,Washington,USA,1951-05-28T00:00:00,5 Years,1973 #19,https://www.nba.com/player/77701/HISTADD-sweets-nelson,False,False,True,,True
Andrew Nembhard,IND,2,Guard-Forward,6-4,191,Gonzaga,Canada,"January 16, 2000",2 Years,2022 R2 Pick 31,https://www.nba.com/player/1629614/andrew-nembhard,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ruben Nembhard,,,Guard,6-3,208,Weber State,USA,"February 20, 1972",1 Year,Undrafted,https://www.nba.com/player/1129/ruben-nembhard,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ruben Nembhard Jr.,,5,Guard,6-4,200,TCU,USA,"March 22, 1999",2 Years,Undrafted,https://www.nba.com/player/1630612/rj-nembhard-jr,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Tyrone Nesby,,8,Forward-Guard,6-6,245,UNLV,USA,"January 31, 1976",4 Years,Undrafted,https://www.nba.com/player/1838/tyrone-nesby,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1838.png,False
Aaron Nesmith,IND,23,Guard-Forward,6-6,215,Vanderbilt,USA,"October 16, 1999",4 Years,2020 R1 Pick 14,https://www.nba.com/player/1630174/aaron-nesmith,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Martin Nessley,,51,Forward,7-2,260,Duke,USA,1965-02-16T00:00:00,1 Years,1987 #116,https://www.nba.com/player/77704/HISTADD-martin-nessley,False,False,True,,True
Rasho Nesterovic,,12,Center,7-0,255,Virtus Bologna,Slovenia,"May 30, 1976",13 Years,1998 R1 Pick 17,https://www.nba.com/player/1725/rasho-nesterovic,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Raul Neto,,19,Guard,6-2,180,Murcia,Brazil,"May 19, 1992",9 Years,2013 R2 Pick 47,https://www.nba.com/player/203526/raul-neto,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Johnny Neumann,,21,Guard,6-6,200,Mississippi,USA,1951-09-11T00:00:00,2 Years,1973 #98,https://www.nba.com/player/77705/HISTADD-johnny-neumann,False,False,True,,True
Paul Neumann,,15,Guard,6-1,175,Stanford,USA,1938-01-30T00:00:00,6 Years,1959 #27,https://www.nba.com/player/77706/HISTADD-paul-neumann,False,False,True,,True
Chuck Nevitt,,52,Center,7-5,217,North Carolina State,USA,1959-06-13T00:00:00,9 Years,1982 #63,https://www.nba.com/player/77707/HISTADD-chuck-nevitt,False,False,True,,True
Melvin Newbern,,23,Guard,6-4,200,Minnesota,USA,"June 11, 1967",1 Year,Undrafted,https://www.nba.com/player/1116/melvin-newbern,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ivano Newbill,,40,Center,6-10,245,Georgia Tech,USA,"December 12, 1970",3 Years,1994,https://www.nba.com/player/1096/ivano-newbill,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ira Newble,,14,Guard-Forward,6-7,220,Miami (Ohio),USA,"January 20, 1975",9 Years,Undrafted,https://www.nba.com/player/1956/ira-newble,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Mike Newlin,,14,Guard,6-4,200,Utah,USA,1949-01-02T00:00:00,11 Years,1971 #24,https://www.nba.com/player/77710/HISTADD-mike-newlin,False,False,True,,True
Johnny Newman,,2,Forward,6-7,210,Richmond,USA,"November 28, 1963",16 Years,1986 R2 Pick 29,https://www.nba.com/player/271/johnny-newman,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Malik Newman,,,Guard,6-3,190,Kansas,USA,"February 21, 1997",2 Years,2018,https://www.nba.com/player/1629005/malik-newman,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dave Newmark,,29,Center,7-0,240,Columbia,USA,1946-09-11T00:00:00,2 Years,1968 #31,https://www.nba.com/player/77712/HISTADD-dave-newmark,False,False,True,,True
Tristen Newton,MIN,13,Guard,6-5,190,Connecticut,USA,"April 26, 2001",Rookie,2024 R2 Pick 49,https://www.nba.com/player/1641803/tristen-newton,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Georges Niang,ATL,20,Forward,6-7,230,Iowa State,USA,"June 17, 1993",8 Years,2016 R2 Pick 50,https://www.nba.com/player/1627777/georges-niang,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Demetris Nichols,,,Forward,6-8,216,Syracuse,USA,"September 4, 1984",3 Years,2007 R2 Pick 53,https://www.nba.com/player/201193/demetris-nichols,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jack Nichols,,16,Center,6-7,222,Washington,USA,1926-04-09T00:00:00,9 Years,1948 #12,https://www.nba.com/player/77713/HISTADD-jack-nichols,False,False,True,,True
Andrew Nicholson,,44,Forward,6-9,250,St. Bonaventure,Canada,"December 8, 1989",6 Years,2012 R1 Pick 19,https://www.nba.com/player/203094/andrew-nicholson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Gaylon Nickerson,,,Guard,6-3,190,Nortwestern Oklahoma State,USA,"February 6, 1969",1 Year,1994 R2 Pick 34,https://www.nba.com/player/1093/gaylon-nickerson,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Carl Nicks,,24,Guard,6-1,175,Indiana State,USA,1958-10-06T00:00:00,3 Years,1980 #23,https://www.nba.com/player/77715/HISTADD-carl-nicks,False,False,True,,True
Rich Niemann,,27,Center,7-0,245,St. Louis,USA,1946-07-02T00:00:00,2 Years,1968 #42,https://www.nba.com/player/77716/HISTADD-rich-niemann,False,False,True,,True
John Niemiera,,,Guard,6-1,165,Notre Dame,USA,1921-05-26T00:00:00,2 Years,Undrafted #Undrafted,https://www.nba.com/player/77717/HISTADD-richie-niemiera,False,False,True,,True
Mike Niles,,40,Forward,6-6,225,California State-Fullerton,USA,1955-03-31T00:00:00,1 Years,1979 #83,https://www.nba.com/player/77718/HISTADD-mike-niles,False,False,True,,True
Kurt Nimphius,,40,Center,6-10,218,Arizona State,USA,1958-03-13T00:00:00,8 Years,1980 #47,https://www.nba.com/player/77719/HISTADD-kurt-nimphius,False,False,True,,True
Daishen Nix,,,Guard,6-4,238,NBA G League Ignite,USA,"February 13, 2002",3 Years,Undrafted,https://www.nba.com/player/1630227/daishen-nix,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Dyron Nix,,23,Guard,6-7,210,Tennessee,USA,1967-02-11T00:00:00,1 Years,1989 #29,https://www.nba.com/player/77720/HISTADD-dyron-nix,False,False,True,,True
Norm Nixon,,10,Guard,6-2,170,Duquesne,USA,1955-10-11T00:00:00,10 Years,1977 #22,https://www.nba.com/player/77721/HISTADD-norm-nixon,False,False,True,,True
Zeke Nnaji,DEN,22,Forward-Center,6-9,240,Arizona,USA,"January 9, 2001",4 Years,2020 R1 Pick 22,https://www.nba.com/player/1630192/zeke-nnaji,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Joakim Noah,,55,Forward-Center,6-11,232,Florida,USA,"February 25, 1985",14 Years,2007 R1 Pick 9,https://www.nba.com/player/201149/joakim-noah,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201149.png,False
Chuck Noble,,14,Guard,6-4,190,Louisville,USA,1931-07-24T00:00:00,7 Years,1954 #30,https://www.nba.com/player/77722/HISTADD-chuck-noble,False,False,True,,True
Andres Nocioni,,,,,,Tau Ceramica,Argentina,"November 30, 1979",8 Years,Undrafted,https://www.nba.com/player/2804/andres-nocioni,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
David Noel,,34,Forward-Guard,6-6,230,North Carolina,USA,"February 27, 1984",2 Years,2006 R2 Pick 39,https://www.nba.com/player/200786/david-noel,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Nerlens Noel,,,Center-Forward,6-10,220,Kentucky,USA,"April 10, 1994",10 Years,2013 R1 Pick 6,https://www.nba.com/player/203457/nerlens-noel,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Paul Noel,,15,Forward,6-4,185,Kentucky,USA,1924-08-04T00:00:00,5 Years,Undrafted #Undrafted,https://www.nba.com/player/77723/HISTADD-paul-noel,False,False,True,,True
Lucas Nogueira,,92,Center,7-0,220,Estudiantes,Brazil,"July 26, 1992",5 Years,2013 R1 Pick 16,https://www.nba.com/player/203512/lucas-nogueira,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
